Category,Data_Alpha_Carotene,Data_Beta_Carotene,Data_Beta_Cryptoxanthin,Data_Carbohydrate,Data_Cholesterol,Data_Choline,Data_Fiber,Data_Lutein_and_Zeaxanthin,Data_Lycopene,Data_Niacin,Data_Protein,Data_Retinol,Data_Riboflavin,Data_Selenium,Data_Sugar_Total,Data_Thiamin,Data_Water,Data_Fat_Monosaturated_Fat,Data_Fat_Polysaturated_Fat,Data_Fat_Saturated_Fat,Data_Fat_Total_Lipid,Data_Major_Minerals_Calcium,Data_Major_Minerals_Copper,Data_Major_Minerals_Iron,Data_Major_Minerals_Magnesium,Data_Major_Minerals_Phosphorus,Data_Major_Minerals_Potassium,Data_Major_Minerals_Sodium,Data_Major_Minerals_Zinc,Data_Vitamins_Vitamin_A___RAE,Data_Vitamins_Vitamin_B12,Data_Vitamins_Vitamin_B6,Data_Vitamins_Vitamin_C,Data_Vitamins_Vitamin_E,Data_Vitamins_Vitamin_K
Fish timbale or mousse,0.0,17.0,1.0,1.76,104.0,75.9,0.0,69.0,0.0,0.728,10.23,115.0,0.119,21.6,0.93,0.03,75.68,2.965,0.846,6.064,10.94,43.0,0.025,0.42,15.0,202.0,147.0,253.0,0.46,116.0,0.8,0.088,0.1,0.75,0.9
Fish with cream or white sauce,0.0,12.0,0.0,2.74,45.0,63.5,0.0,0.0,0.0,1.878,17.04,49.0,0.102,27.4,1.38,0.087,75.43,0.924,0.621,1.601,3.57,46.0,0.028,0.42,33.0,127.0,217.0,346.0,0.54,50.0,0.86,0.249,0.7,0.85,1.5
Fish with tomato-based sauce,0.0,74.0,1.0,1.59,38.0,61.0,0.4,7.0,3944.0,2.033,16.28,10.0,0.074,26.4,1.06,0.068,80.21,0.1,0.24,0.129,0.69,14.0,0.059,0.63,34.0,104.0,259.0,350.0,0.47,16.0,0.73,0.225,2.7,1.0,0.9
Fish wrap sandwich,0.0,12.0,1.0,22.47,42.0,41.7,1.4,9.0,0.0,3.637,14.75,44.0,0.206,26.2,1.74,0.237,48.36,3.29,2.773,5.136,12.48,196.0,0.063,1.73,24.0,281.0,218.0,581.0,0.83,45.0,1.06,0.165,0.0,0.88,11.2
Flan,0.0,4.0,2.0,28.18,102.0,66.1,0.0,125.0,0.0,0.078,5.27,60.0,0.212,8.5,28.14,0.019,60.68,1.646,0.554,2.222,4.83,97.0,0.028,0.51,11.0,113.0,130.0,167.0,0.57,60.0,0.2,0.052,0.4,0.31,0.2
Flavored pasta,0.0,14.0,0.0,14.45,0.0,1.3,0.4,0.0,0.0,0.681,2.47,18.0,0.064,8.6,0.99,0.307,79.73,0.993,0.719,0.436,2.21,6.0,0.037,0.41,7.0,22.0,21.0,174.0,0.21,19.0,0.0,0.021,0.4,0.27,2.2
Flavored rice,0.0,13.0,0.0,19.27,0.0,7.3,1.2,25.0,0.0,1.683,2.76,15.0,0.04,2.7,0.38,0.071,74.67,0.919,0.689,0.395,2.14,7.0,0.105,0.39,37.0,89.0,81.0,293.0,0.99,16.0,0.0,0.106,0.0,0.35,2.4
Flavored rice and pasta mixture,0.0,29.0,0.0,18.2,0.5,3.5,0.4499999999999999,19.0,0.0,1.2385000000000002,2.635,30.0,0.0435,8.45,0.47,0.124,74.75999999999999,1.5475,1.0035,0.7855,3.455,13.5,0.0585,0.79,10.5,35.0,48.5,206.0,0.3349999999999999,32.5,0.01,0.0414999999999999,0.3,0.39,6.75
Flavored rice mixture,0.0,22.0,0.0,19.83,1.0,3.2,0.4,2.0,0.0,1.032,1.87,27.0,0.016,3.8,0.56,0.109,73.05,1.958,1.275,0.863,4.26,10.0,0.06,1.08,7.0,28.0,33.0,296.0,0.28,28.0,0.01,0.038,0.1,0.44,4.8
Flavored rice mixture with cheese,0.0,1.0,0.0,25.22,3.0,23.2,0.6,23.0,0.0,1.707,2.99,2.0,0.206,8.5,1.8,0.067,68.79,0.256,0.228,0.599,1.2,47.0,0.065,1.46,29.0,113.0,102.0,389.0,0.48,2.0,0.19,0.122,0.5,0.17,7.0
Flax seeds,0.0,0.0,0.0,28.88,0.0,78.7,27.3,651.0,0.0,3.08,18.29,0.0,0.161,25.4,1.55,1.644,6.96,7.527,28.73,3.663,42.16,255.0,1.22,5.73,392.0,642.0,813.0,30.0,4.34,0.0,0.0,0.473,0.6,0.31,4.3
Flaxseed oil,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.12,18.438,67.849,8.976,99.98,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.47,9.3
Flounder,0.0,7.631578947368421,0.3157894736842105,6.694210526315789,63.73684210526316,81.65789473684211,0.3578947368421052,16.526315789473685,0.0,1.6217894736842104,15.357894736842104,30.473684210526315,0.0738421052631578,32.88421052631579,0.598421052631579,0.0868947368421052,70.15789473684211,1.852368421052632,1.4975789473684211,1.5221052631578946,5.746842105263158,42.47368421052632,0.0436315789473684,0.6821052631578947,23.94736842105263,300.3684210526316,201.52631578947367,392.6842105263158,0.5194736842105264,31.210526315789476,1.1863157894736842,0.1394736842105263,0.131578947368421,1.1010526315789475,3.310526315789473
Flounder with chopped broccoli,6.0,89.0,0.0,5.3,19.0,32.1,0.7,332.0,0.0,0.64,6.66,10.0,0.111,11.6,2.42,0.049,85.2,0.419,0.219,0.714,1.67,73.0,0.028,0.33,16.0,149.0,197.0,161.0,0.42,18.0,0.49,0.084,18.9,0.44,25.5
Flounder with crab stuffing,0.0,56.0,0.0,5.72,71.0,80.4,0.3,63.0,0.0,1.797,15.08,44.0,0.082,33.4,0.86,0.068,71.66,2.126,1.523,1.203,5.49,65.0,0.195,0.72,26.0,271.0,210.0,431.0,1.18,49.0,1.51,0.123,1.8,1.27,14.5
Flowers or blossoms of sesbania,0.0,1012.0,0.0,3.2,2.0,13.2,0.9,0.0,0.0,0.301,1.06,10.0,0.031,0.7,2.32,0.018,92.49,0.942,0.779,0.761,2.61,36.0,0.097,0.86,24.0,33.0,103.0,128.0,0.1,95.0,0.0,0.065,4.8,0.33,2.3
Fluid replacement,0.0,0.0,0.0,1.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.285,0.0,98.085,0.0,0.0,0.0,0.0,6.5,0.01,0.0,1.0,5.0,40.5,55.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0
Focaccia,0.0,1.0,0.0,35.82,0.0,2.9,1.8,42.0,0.0,3.67,8.77,0.0,0.301,15.9,1.75,0.47,45.91,5.67,0.994,0.877,7.89,35.0,0.091,3.16,20.0,128.0,114.0,561.0,1.33,0.0,0.0,0.113,0.0,1.42,5.7
Fondant,0.0,0.0,0.0,86.79,0.0,1.4,1.05,2.0,0.0,0.2875,1.1,0.0,0.037,1.1,80.16,0.0155,7.220000000000001,1.545,0.15,2.73,4.66,10.0,0.2165,0.785,31.5,47.5,86.0,18.5,0.245,0.0,0.0,0.005,0.0,0.065,1.05
Frankfurter or hot dog,0.3571428571428571,8.785714285714286,3.2142857142857144,6.380714285714285,59.21428571428572,57.67142857142857,0.4214285714285714,5.714285714285714,25.071428571428573,2.765857142857143,13.095,11.214285714285714,0.2052857142857142,15.12142857142857,1.2964285714285713,0.1222857142857143,60.23428571428571,6.637214285714286,2.868642857142857,5.5135000000000005,17.010714285714286,72.07142857142857,0.1086428571428571,1.2307142857142856,14.571428571428571,170.42857142857142,306.92857142857144,888.2142857142857,1.7957142857142856,12.071428571428571,0.7999999999999999,0.1215714285714285,7.0857142857142845,0.5235714285714286,0.75
Frankfurter or hot dog sandwich,0.4105263157894737,19.83157894736842,5.978947368421053,21.14557894736842,34.8,36.99263157894737,2.0705263157894738,26.063157894736843,79.83157894736843,3.182505263157895,11.462526315789477,6.4526315789473685,0.1976947368421052,17.48421052631579,3.201052631578948,0.2234526315789473,51.8418947368421,4.981736842105263,1.9586631578947369,4.323452631578948,12.817473684210528,113.3578947368421,0.1242421052631579,2.0913684210526315,27.66315789473684,151.32631578947368,265.0315789473684,696.3578947368421,1.6737894736842105,8.305263157894737,0.489157894736842,0.1210947368421052,3.944210526315789,0.4276842105263158,2.5410526315789475
Frankfurters or hot dogs and sauerkraut,2.0,3.0,0.0,3.52,38.0,24.7,1.1,113.0,0.0,1.369,7.94,2.0,0.103,6.9,1.5,0.026,67.68,7.854,0.644,7.408,18.22,21.0,0.066,1.3,12.0,87.0,277.0,791.0,1.41,2.0,0.54,0.117,5.1,0.38,6.2
Frankfurters or hot dogs with tomato-based sauce,0.0,77.0,1.0,3.71,43.0,26.4,0.4,7.0,4152.0,1.783,8.94,2.0,0.127,7.7,1.99,0.028,63.68,8.894,0.736,8.379,20.64,15.0,0.068,1.12,12.0,97.0,328.0,904.0,1.58,8.0,0.6,0.105,2.1,0.8,2.2
Freezer pop,0.0,0.0,0.0,19.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,13.66,0.0,80.49,0.051,0.016,0.013,0.24,0.0,0.0,0.54,1.0,0.0,15.0,7.0,0.15,0.0,0.0,0.0,0.7,0.0,0.0
French or Catalina dressing,0.0,186.33333333333331,59.0,27.383333333333336,0.0,4.2,2.033333333333333,41.333333333333336,1074.0,0.271,0.5499999999999999,0.0,0.0469999999999999,1.2,16.91333333333333,0.0243333333333333,52.88666666666668,4.523,8.955333333333334,2.324,16.953333333333333,14.333333333333334,0.1003333333333333,0.5433333333333333,6.0,13.666666666666666,99.66666666666669,784.0,0.14,18.0,0.0466666666666666,0.0326666666666666,1.6,2.0066666666666664,46.43333333333334
French toast,0.0,9.083333333333334,2.9166666666666665,30.755,123.66666666666669,88.41666666666667,2.025,184.25,0.0,2.317333333333333,9.455,78.16666666666667,0.3009166666666666,21.058333333333334,9.224166666666669,0.20225,49.63833333333333,2.7989166666666665,2.2542500000000003,2.6494166666666668,8.564166666666667,130.66666666666666,0.0989166666666666,2.154166666666667,25.75,146.91666666666666,145.41666666666666,305.6666666666667,1.0233333333333332,79.0,0.3233333333333333,0.1509166666666666,0.0333333333333333,0.8875000000000001,4.125
French toast sticks,0.0,3.5,1.0,37.315,44.16666666666666,43.51666666666667,1.8666666666666665,80.83333333333333,0.0,2.6961666666666666,8.118333333333334,30.83333333333333,0.236,16.366666666666667,10.14,0.2733333333333333,40.85166666666667,5.336333333333333,2.837,2.73,11.985,94.83333333333331,0.0996666666666666,2.1133333333333333,26.5,121.83333333333331,143.66666666666666,419.1666666666667,0.8266666666666667,31.0,0.175,0.1055,0.0166666666666666,0.9266666666666667,10.35
Fried bread,0.0,1.0,1.0,41.73,56.0,42.3,0.5,82.0,0.0,1.0,5.03,37.0,0.186,11.4,31.28,0.134,43.86,3.139,2.868,1.637,8.27,53.0,0.05,1.19,13.0,78.0,94.0,276.0,0.53,37.0,0.22,0.06,0.0,0.89,7.1
Fried broccoli,9.0,135.0,1.0,22.34,10.0,17.9,1.8,542.0,0.0,1.808,4.25,4.0,0.18,10.2,1.01,0.238,59.23,5.171,5.191,1.845,12.78,42.0,0.066,1.59,15.0,65.0,160.0,328.0,0.41,16.0,0.04,0.081,29.9,1.75,54.5
Fried cauliflower,0.0,0.0,0.0,21.68,10.0,28.0,1.6,17.0,0.0,1.758,3.9,4.0,0.159,9.5,1.09,0.231,60.33,5.172,5.159,1.851,12.74,32.0,0.062,1.46,13.0,57.0,153.0,327.0,0.36,4.0,0.04,0.084,16.1,1.48,20.5
Fried chicken chunks,1.0,56.0,14.0,20.6,108.0,38.7,0.9,136.0,0.0,5.461,20.98,19.0,0.262,29.3,0.41,0.208,36.93,8.162,4.427,5.197,19.78,15.0,0.102,1.94,23.0,169.0,234.0,594.0,1.62,24.0,0.44,0.329,4.8,0.47,4.6
Fried eggplant,0.0,5.0,0.0,22.11,10.0,13.4,2.0,31.0,0.0,1.819,3.54,4.0,0.151,9.4,1.77,0.227,60.32,5.165,5.178,1.814,12.7,27.0,0.079,1.39,13.0,49.0,128.0,316.0,0.32,5.0,0.04,0.05,0.8,1.57,15.9
Fried fish with sauce,9.0,100.0,1.0,3.42,39.0,46.0,0.8,28.0,2092.0,2.872,11.81,6.0,0.077,23.4,1.7,0.055,71.91,6.724,1.182,1.84,10.3,20.0,0.064,0.58,31.0,145.0,309.0,662.0,0.36,15.0,1.43,0.222,5.3,2.3,5.9
Fried green beans,26.0,142.0,0.0,22.47,10.0,16.6,1.8,256.0,0.0,1.843,3.86,4.0,0.175,9.5,1.62,0.242,59.64,5.163,5.191,1.82,12.72,38.0,0.073,1.7,17.0,54.0,118.0,317.0,0.34,17.0,0.04,0.069,4.1,1.6,31.4
Fried green tomatoes,45.0,202.0,0.0,21.56,10.0,13.4,1.3,72.0,1155.0,1.835,3.56,4.0,0.145,9.2,1.58,0.23,60.86,5.174,5.186,1.813,12.72,29.0,0.074,1.43,12.0,51.0,147.0,317.0,0.33,23.0,0.04,0.055,6.2,1.7,18.2
Fried mushrooms,0.0,0.0,0.0,21.26,10.0,18.7,1.3,17.0,0.0,3.188,4.6,4.0,0.317,13.6,1.27,0.247,59.88,5.159,5.222,1.824,12.79,25.0,0.197,1.54,11.0,80.0,186.0,317.0,0.5,4.0,0.06,0.064,0.8,1.45,14.4
Fried okra,0.0,69.0,0.0,22.14,10.0,14.8,1.6,176.0,0.0,1.802,3.76,4.0,0.173,9.5,1.42,0.241,60.09,5.174,5.171,1.824,12.72,52.0,0.075,1.5,22.0,53.0,105.0,316.0,0.44,10.0,0.04,0.033,3.6,1.56,32.5
Fried onion rings,0.0,1.0,2.0,39.94,0.0,9.6,2.6,19.0,0.0,1.122,4.19,0.0,0.09,5.6,4.96,0.153,33.96,4.877,9.864,3.172,19.82,72.0,0.078,0.96,20.0,116.0,151.0,575.0,0.55,0.0,0.0,0.13,1.5,2.74,45.0
Fried pork chunks,0.0,1.0,0.0,0.86,109.0,94.9,0.1,3.0,0.0,10.45,35.33,1.0,0.305,54.3,0.03,0.766,49.5,4.874,1.441,4.004,11.35,15.0,0.096,0.74,41.0,336.0,529.0,489.0,2.56,1.0,0.78,0.797,0.5,0.23,0.8
Fried rice,3.0,29.0,2.0,8.53,82.0,70.9,0.6,95.0,0.0,2.087,12.78,26.0,0.142,21.5,0.87,0.254,72.48,1.366,0.515,1.099,3.33,29.0,0.095,0.85,21.0,153.0,224.0,832.0,1.2,28.0,0.5,0.235,11.4,0.52,1.3
Fried seafood sandwich,0.0,0.0,1.0,23.75,99.0,70.1,1.2,48.0,0.0,3.147,13.24,41.0,0.151,29.6,2.38,0.249,51.8,3.202,3.595,1.568,8.93,123.0,0.178,1.82,27.0,210.0,133.0,458.0,1.09,41.0,0.64,0.137,0.0,1.63,8.0
Fried stuffed potatoes,2.0,19.0,1.0,16.16,29.0,30.5,1.9,49.0,46.0,1.377,4.79,9.0,0.076,4.6,0.91,0.065,65.95,5.37,3.345,2.375,11.78,17.0,0.105,1.1,22.0,79.0,368.0,110.0,0.83,11.0,0.23,0.26,11.7,1.16,11.9
Fried summer squash,0.0,44.0,0.0,21.28,10.0,14.2,1.2,527.0,0.0,1.758,3.64,4.0,0.165,9.3,1.53,0.232,61.02,5.164,5.185,1.84,12.76,32.0,0.078,1.48,16.0,55.0,143.0,317.0,0.39,8.0,0.04,0.073,7.0,1.5,16.1
Fritter,4.0,20.0,3.0,33.513333333333335,66.0,53.36666666666667,1.7333333333333334,105.33333333333331,0.0,1.3873333333333333,5.71,55.0,0.2343333333333333,13.366666666666667,13.713333333333331,0.1633333333333333,37.42333333333333,9.109666666666667,6.13,5.856333333333333,22.58333333333333,51.333333333333336,0.072,1.43,17.666666666666668,94.66666666666669,183.0,48.0,0.5599999999999999,57.0,0.2533333333333333,0.1346666666666666,2.9,1.6133333333333333,15.0
Frog legs,0.0,0.0,0.5,5.105,72.0,82.75,0.3,24.5,0.0,1.5575,19.12,22.5,0.2855,18.35,0.455,0.1805,67.64,2.1985,2.2075,0.9365,5.675000000000001,35.5,0.282,1.995,24.0,160.5,290.5,391.5,1.24,22.5,0.42,0.124,0.0,1.66,5.95
Frozen coffee drink,0.0,2.75,0.0,13.1675,4.583333333333333,8.508333333333333,0.0333333333333333,0.0,0.0,0.8544999999999999,1.3666666666666665,42.333333333333336,0.0910833333333333,0.9333333333333336,12.8175,0.0205833333333333,83.54833333333333,0.37125,0.1581666666666666,0.8219166666666666,1.505,62.75,0.0278333333333333,0.0816666666666666,17.75,38.25,83.75,23.916666666666668,0.1758333333333333,42.75,0.2525,0.0218333333333333,0.0666666666666666,0.1891666666666666,0.4083333333333334
Frozen daiquiri,0.0,0.0,0.0,17.65,0.0,0.7,0.0,0.0,0.0,0.0,0.07,0.0,0.008,0.3,17.65,0.012,73.98,0.001,0.015,0.006,0.08,1.0,0.012,0.11,1.0,6.0,21.0,76.0,0.07,0.0,0.0,0.0,2.0,0.0,0.0
Frozen daiquiri mix,0.0,1.0,5.5,43.985,0.0,1.85,0.0,7.5,0.0,0.016,0.05,0.0,0.0105,0.3,15.07,0.0055,55.88,0.0005,0.0055,0.002,0.005,2.5,0.016,0.025,1.0,1.0,14.0,1.5,0.015,0.5,0.0,0.003,2.6,0.01,0.0
Frozen dessert,0.0,0.0,0.0,18.78,0.0,6.9,0.1,0.0,0.0,0.13,0.79,58.0,0.05,0.7,18.27,0.007,70.94,0.823,0.426,7.1,8.94,125.0,0.048,0.26,6.0,14.0,61.0,46.0,0.09,58.0,0.22,0.007,0.0,1.37,0.7
Frozen dinner,5.0,147.0,13.0,10.94,40.0,34.5,1.2,336.0,0.0,1.586,6.82,39.0,0.075,5.8,1.32,0.069,72.83,2.941,0.364,4.169,8.34,15.0,0.079,0.84,15.0,72.0,179.0,274.0,1.5,52.0,0.61,0.164,5.3,0.2,4.0
Frozen fruit juice bar,0.0,6.0,0.0,16.375,0.0,1.85,0.3,19.0,0.0,0.0839999999999999,0.465,0.0,0.013,0.1,12.86,0.0055,82.995,0.0,0.0085,0.0,0.0349999999999999,3.5,0.0055,0.47,3.5,5.0,44.0,7.5,0.2299999999999999,0.5,0.0,0.011,13.55,0.01,0.3
Frozen margarita,0.0,0.0,0.0,16.06,0.0,0.7,0.0,0.0,0.0,0.003,0.08,0.0,0.008,0.3,16.06,0.011,75.08,0.002,0.015,0.006,0.08,2.0,0.005,0.09,1.0,5.0,22.0,204.0,0.06,0.0,0.0,0.0,2.0,0.0,0.0
Frozen mocha coffee drink,0.0,2.6666666666666665,0.0,12.854166666666666,4.5,7.966666666666668,0.0333333333333333,0.0,0.0,0.8376666666666667,1.2833333333333334,42.0,0.08675,0.9833333333333334,11.876666666666669,0.02,83.95083333333334,0.364,0.142,0.7959166666666667,1.4316666666666666,61.833333333333336,0.0513333333333333,0.0733333333333333,20.666666666666668,41.75,90.66666666666669,36.91666666666666,0.2141666666666667,42.0,0.2283333333333333,0.0213333333333333,0.0666666666666666,0.2325,0.35
Frozen yogurt,0.0,9.8,0.0,22.774,8.6,20.1,0.6,0.2,0.0,0.1784,3.462,49.8,0.1976,2.5,21.328,0.039,68.59,1.2346,0.1454,2.7714,4.432,117.2,0.0454,0.45,16.6,107.4,198.8,72.4,0.362,50.8,0.156,0.0562,0.6,0.098,0.3
Frozen yogurt bar,0.0,9.0,0.0,21.6,13.0,18.6,1.15,0.0,0.0,0.105,3.0,43.0,0.18,1.9,19.58,0.04,71.2,0.9735,0.101,2.299,3.6,100.0,0.0315,0.46,17.5,89.0,195.0,63.0,0.28,44.0,0.07,0.04,0.35,0.09,0.3
Frozen yogurt cone,0.0,8.5,0.0,24.59,12.0,18.125,1.2,1.0,0.0,0.33725,3.245,40.75,0.19,2.05,19.4875,0.058,67.875,1.00525,0.204,2.22675,3.67,97.0,0.042,0.6399999999999999,18.0,89.5,191.75,74.0,0.305,41.75,0.07,0.0405,0.35,0.105,0.4
Frozen yogurt sandwich,0.0,7.0,0.0,34.38,10.0,20.9,0.8,3.0,0.0,0.767,3.9,37.0,0.202,2.8,24.3,0.081,54.52,1.956,1.113,2.805,6.25,83.0,0.123,1.35,21.0,100.0,170.0,192.0,0.48,38.0,0.08,0.043,0.5,0.25,0.8
Fruit,2.75,63.5,15.75,15.495,0.0,5.824999999999999,2.0,34.0,57.0,0.2955,0.74,0.0,0.03475,0.6499999999999999,12.5,0.02525,80.845,0.5760000000000001,0.12675,0.99675,1.8575,10.5,0.086,0.4075,14.5,21.0,145.5,240.25,0.17,6.0,0.0,0.06675,28.025,0.3725,2.675
Fruit Supreme dessert,0.0,25.0,10.0,17.18,0.0,1.8,2.0,149.0,0.0,0.28,0.5,0.0,0.04,0.4,14.87,0.01,81.6,0.025,0.068,0.03,0.2,6.0,0.035,0.17,7.0,9.0,129.0,1.0,0.08,3.0,0.0,0.07,12.7,0.79,5.1
Fruit and vegetable smoothie,10.666666666666666,780.1666666666666,9.166666666666666,13.068333333333332,1.0,15.2,1.3666666666666665,1624.1666666666667,0.0,0.4615,3.2516666666666665,8.5,0.1356666666666666,1.3666666666666665,8.201666666666666,0.0623333333333333,82.185,0.0843333333333333,0.1006666666666666,0.1626666666666666,0.4616666666666666,60.333333333333336,0.0653333333333333,0.5816666666666667,29.0,64.0,280.8333333333333,22.166666666666668,0.3316666666666666,74.16666666666667,0.2216666666666666,0.1885,15.949999999999998,0.5083333333333333,66.3
Fruit bar,0.0,102.0,76.0,76.61,0.0,14.5,2.0,81.0,0.0,0.334,0.82,0.0,0.046,1.4,68.65,0.041,19.09,0.092,0.664,0.364,2.24,18.0,0.242,1.05,9.0,23.0,312.0,14.0,0.14,12.0,0.0,0.201,179.9,0.96,2.5
Fruit butter,0.0,9.0,9.0,42.47,0.0,2.1,1.5,17.0,0.0,0.076,0.39,0.0,0.019,0.4,35.3,0.009,56.45,0.016,0.084,0.053,0.3,14.0,0.08,0.31,4.0,8.0,91.0,15.0,0.06,1.0,0.0,0.037,0.6,0.05,0.9
Fruit cocktail,0.0,113.33333333333331,43.0,14.103333333333332,0.0,3.7,0.9,71.0,0.0,0.335,0.41,0.0,0.014,0.5,13.08,0.015,85.10333333333334,0.009,0.0243333333333333,0.009,0.08,6.0,0.067,0.28,7.0,11.333333333333334,111.66666666666669,5.333333333333333,0.09,11.666666666666666,0.0,0.054,2.0,0.3633333333333333,2.333333333333333
Fruit dessert,2.0,64.0,27.0,16.599999999999998,0.0,4.5,0.6,43.0,0.0,0.1436666666666666,0.3,0.0,0.0103333333333333,0.4000000000000001,12.3,0.0186666666666666,82.8,0.0,0.0,0.0,0.0,9.0,0.03,0.2166666666666666,5.0,7.666666666666667,94.33333333333331,0.0,0.0433333333333333,7.0,0.0,0.035,2.766666666666667,0.29,1.5
Fruit flavored drink,0.0,0.0,0.0909090909090909,29.803636363636368,0.0,0.0272727272727272,0.0454545454545454,0.0909090909090909,0.0,0.8040909090909092,0.0418181818181818,60.18181818181818,0.0694545454545454,0.0818181818181818,20.59636363636364,0.0002727272727272,68.85181818181819,0.0125454545454545,0.0515454545454545,0.0177272727272727,0.1018181818181818,141.27272727272728,0.0106363636363636,0.0254545454545454,17.0,142.45454545454547,75.81818181818181,61.27272727272727,0.009090909090909,60.18181818181818,0.0,0.0804545454545454,82.60909090909091,0.0072727272727272,0.1818181818181818
Fruit flavored snack,0.0,1.0,0.0,86.68,0.0,9.1,0.0,2.0,0.0,0.057,0.0,0.0,0.01,1.9,57.4,0.015,12.89,0.0,0.0,0.0,0.02,12.0,0.037,0.24,7.0,9.0,54.0,89.0,0.03,0.0,0.0,0.014,8.0,0.01,0.0
Fruit juice,23.0,2893.0,11.5,12.645,0.0,1.2,0.7,408.0,449.5,4.5735,0.495,0.0,0.0275,0.05,11.01,0.018,85.965,0.0025,0.016,0.0115,0.475,15.0,0.043,0.135,9.0,11.0,113.0,10.0,0.08,242.5,1.7,0.5605,35.15,5.56,8.45
Fruit juice and water drink,0.0,2.0,0.0,7.35,0.0,1.4,0.0,34.0,0.0,0.06,0.0,0.0,0.013,0.1,6.12,0.007,92.5,0.002,0.015,0.0,0.0,71.0,0.014,0.0,3.0,3.0,22.0,11.0,0.71,0.0,0.0,0.022,35.3,0.0,0.2
Fruit juice beverage,2.0,8.0,28.0,11.4,0.0,0.5,0.1,26.0,0.0,0.075,0.34,0.0,0.01,0.1,8.12,0.014,87.84,0.002,0.004,0.002,0.03,9.0,0.035,1.12,6.0,10.0,111.0,4.0,0.04,2.0,0.0,0.019,27.0,0.06,0.1
Fruit juice blend,3.6666666666666665,5.0,12.0,11.976666666666668,0.0,4.133333333333334,0.2333333333333333,24.666666666666668,0.0,0.18,0.4166666666666667,0.0,0.0263333333333333,0.1,9.933333333333334,0.0306666666666666,87.17,0.0119999999999999,0.0286666666666666,0.016,0.1066666666666666,53.0,0.0286666666666666,0.1399999999999999,9.333333333333334,22.33333333333333,141.33333333333334,4.333333333333333,0.06,1.0,0.0,0.0526666666666666,34.166666666666664,0.0933333333333333,0.1
Fruit juice drink,0.3,25.0,11.7,7.089999999999999,0.0,1.02,0.06,12.5,0.0,0.1244,0.092,6.8,0.0127,0.05,6.151,0.0172,92.275,0.0064,0.0144,0.0073999999999999,0.057,15.7,0.0109,0.062,3.4,4.9,47.0,11.7,0.0289999999999999,9.3,0.0,0.0189,17.669999999999998,0.144,0.2299999999999999
Fruit juice drink (Capri Sun),0.0,0.0,0.0,10.0,0.0,0.5,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.2,9.0,0.0,87.58,0.012,0.014,0.008,0.07,5.0,0.0,0.04,2.0,1.0,11.0,2.0,0.02,0.0,0.0,0.0,0.0,0.68,0.0
Fruit juice drink (Sunny D),0.0,0.0,0.0,13.16,0.0,1.8,0.1,16.0,0.0,0.036,0.13,5.0,0.014,0.1,12.11,0.095,86.39,0.0,0.0,0.0,0.0,3.0,0.013,0.25,5.0,7.0,122.0,61.0,0.04,5.0,0.0,0.032,25.4,0.05,0.0
Fruit leather and fruit snacks candy,1.0,34.0,0.0,84.31,0.0,13.0,0.0,46.0,0.0,0.1,0.55,0.0,0.06,1.6,53.37,0.064,11.25,1.48,0.551,0.661,2.84,25.0,0.171,0.88,17.0,28.0,229.0,258.0,0.19,4.0,0.0,0.3,88.0,0.56,18.2
Fruit mixture,1.5,522.0,14.0,44.86,0.0,9.15,3.15,45.0,0.5,0.8160000000000001,1.4899999999999998,0.0,0.06,0.95,37.6,0.0525,52.405,0.1005,0.0885,0.0695,0.415,25.0,0.153,0.8400000000000001,17.5,39.5,336.0,20.5,0.24,44.0,0.0,0.1055,16.8,0.96,4.15
Fruit nectar,0.0,402.0,26.0,13.12,0.0,1.5,0.3,0.0,0.0,0.08,0.11,0.0,0.003,0.4,12.45,0.003,86.63,0.022,0.011,0.014,0.06,17.0,0.015,0.36,3.0,2.0,24.0,5.0,0.02,35.0,0.0,0.015,15.2,0.21,0.8
Fruit peel,0.0,9.0,5.0,82.74,0.0,2.2,1.6,11.0,0.0,0.0,0.34,0.0,0.0,0.6,80.68,0.0,16.7,0.008,0.02,0.01,0.07,18.0,0.029,0.17,4.0,5.0,56.0,98.0,0.05,1.0,0.0,0.0,0.0,0.04,0.3
Fruit punch,0.0,2.6666666666666665,0.6666666666666666,11.27,0.0,1.7666666666666666,0.1999999999999999,0.6666666666666666,0.0,0.083,0.21,0.6666666666666666,0.0163333333333333,0.1999999999999999,9.773333333333332,0.0246666666666666,85.45333333333333,0.039,0.0213333333333333,0.0766666666666666,0.17,10.333333333333334,0.038,0.2033333333333333,5.666666666666667,6.333333333333333,59.333333333333336,9.666666666666666,0.0966666666666666,1.0,0.0066666666666666,0.0406666666666666,6.633333333333333,0.01,0.1333333333333333
